
Alhambra, California Code of Ordinances


TITLE I:  GENERAL PROVISIONS
      (1)   The Finance Director may initiate proceedings to record
a lien against the subject property;



      (2)   Before recording the lien, the Finance Director shall
submit a report to the City Clerk stating the amounts due and owing. The
report may include a fee, as established by City Council resolution, for the
administrative costs associated with the preparation and recordation of the
lien;



      (3)   The City Clerk shall fix a time, date and place for a
hearing before the City Manager to consider the report and any protests or
objections to it;



      (4)   The City Clerk must serve the property owner with a
hearing notice not less than ten days before the hearing date. The notice
must set forth the amount of the delinquent administrative fine, and any
penalties and interest that is due. Notice must be delivered first-class
mail, postage prepaid, addressed to the property owner’s address as it
appears on the last equalized assessment roll or supplemental roll of the
County of Los Angeles, whichever is more current. Service by mail is
effective on the date of mailing and failure of property owner to actually
receive notice does not affect its validity;



      (5)   At the conclusion of the hearing, the Finance Director
may adopt a report confirming, discharging, or modifying the lien amount;



      (6)   Following the adoption of the report imposing a lien,
the City Clerk shall cause the lien to be filed in the County Recorder’s
Office;



      (7)   After confirmation and recordation, the city shall
impose a special assessment against the property that is the subject of
administrative citation by presenting a copy of the lien to the County Tax
Collector to add the amount of the lien to the next regular property tax
bills levied against the parcel for municipal purposes. This amount will be
collected at the same time and in the same manner as ordinary property taxes
are collected, and will be subject to the same penalties and procedures under
foreclosure and sale as provided for with ordinary municipal taxes. Or, after
recording, the lien may be foreclosed by judicial or other sale in the manner
and means provided by law; and



      (8)   Once the city receives full payment for outstanding
principal, penalties, and costs related to a lien, the City Clerk will cause
to be recorded a notice of satisfaction or provide the property owner with a
notice of satisfaction for recordation at the County Recorder’s Office.
This notice of satisfaction will cancel the city’s lien.



(Ord. 4544, passed 5-26-09)



§ 1.13.090  REQUEST FOR ADMINISTRATIVE HEARING.



   (A)   Any person receiving an administrative citation may appeal the
citation within ten calendar days after the issuance date of the
administrative citation. The appeal must be in writing and must indicate the
appellant’s full name, telephone number, mailing address, specify the basis
for the appeal in detail, and must be filed at the City Clerk’s office. Any
request for hearing must be accompanied by an advance deposit of the fine
assessed by the citation for the initial violation, unless waived by
subsection (C) of this section. If it is determined after a hearing that
there was no violation as charged in the administrative citation, the advance
deposit will be refunded.



   (B)   A request for hearing will not postpone or avoid the
requirement of a responsible person to correct and abate a violation nor toll
the daily fines accruing for a continuing violation until the correction and
abatement of the offense is properly verified by the city. In the event the
hearing officer upholds the citation, the responsible person will be liable
for the total fines accrued from the issuance of the citation to the date the
abatement is properly verified by the city.



   (C)   A person seeking an administrative hearing may request a
hardship waiver of the monetary fine by filing a request in writing with the
City Clerk’s office, which must be signed under penalty of perjury. The
request must be submitted along with the request for hearing. The person
requesting the waiver bears the burden of establishing that such person does
not have the financial ability to make the deposit. The request will be
decided by the city manager within three business days from date the request
is received, unless otherwise extended by the City Manager. The City
Manager’s decision is final. The applicant will be notified by telephone,
facsimile, or pursuant to § 1.13.030. The filing of a request for hardship
waiver does not extend the time to file for an administrative hearing or pay
the fine when due. If the request for hardship waiver is denied, an
administrative, hearing will not be scheduled unless the monetary fine is
paid within five business days following the City Manager’s determination
on the request for a hardship waiver.



   (D)   As soon as practicable after receiving written notice of
appeal, the City Manager shall fix a date, time and place for the hearing
before a hearing officer. Hearings shall take place once per month at a set
time and date, unless the city finds it necessary to conduct hearings more
frequently or less frequently. The city shall notify the person requesting
the hearing pursuant to § 1.13.030, at least ten days prior to the date of
the hearing and give that person any additional written reports filed
concerning the violation that are provided to the hearing officer.



   (E)   Failure of any person with an interest in the property, or
other responsible party, to receive such properly addressed or served notice
of hearing shall not affect the validity of any proceedings under this
chapter.



   (F)   Failure of any responsible party to file an appeal in
accordance with the provisions of this section shall constitute a waiver of
that responsible party’s rights to administrative determination of the
merits of the administrative citation and the amount of the monetary fine. If
no appeal is filed, the administrative citation shall be deemed a final
administrative order and a failure to exhaust the responsible party’s
administrative remedies.



(Ord. 4544, passed 5-26-09)



§ 1.13.100  ADMINISTRATIVE HEARING PROCEDURE.



   (A)   The City Manager shall designate a hearing officer or hearing
officers to conduct the appeal hearing of an administrative citation issued
