jurisid_2019,statefp_2019,countyfp_2019,placefp_2019,stcofip_2019,full_fip_2019,basename_2019,county_name_2019,state_name_2019,region_2019,metro_nllus_2019,metro_nllus_id_2019,cbsa13_code_2019,cbsa13_name_2019,cbsa03_name_2019,s2019_dummy_2019,s2003_dummy_2019,s0319_dummy_2019,juristype_2019,summlevel_2019,summlevel2_2019,lsad_code_2019,city_cty_merge_2019,pop14_2019,pop17_2019,pop03_2019,landsqmi_2019,cbsa_sqmi_2019,sampleflag_2019,pilot_dummy_2019,survey_status_pilot_2019,status1_2019,status2_2019,respo_flag_2019,startdate_2019,enddate_2019,status_2019,progress_2019,durationinseconds_2019,finished_2019,recordeddate_2019,responseid_2019,distributionchannel_2019,userlanguage_2019,respojuris_2019,respostate_2019,respozip_2019,srjuristype_2019,resporole_2019,respootherrole_2019,respotitle_2019,respoothertitle_2019,respojuris_p_2019,respodept_p_2019,respodept_othertextp_2019,resporole_p_2019,respootherrolep_2019,jurisplan_dummy_2019,ext_plan_dummy_2019,ext_plan_juris_2019,ext_plan_title_2019,juris_masterplan_dummy_2019,mp_update_yr_2019,zo_dummy_2019,zo_alt_dummy_2019,zo_update_yr_2019,dupernacre_max_2019,hyp_densit_test_2019,hudcomp_perm_dummy_2019,hudcomp_temp_dummy_2019,tinyhome_dummy_2019,mobilehome_dummy_2019,rv_dummy_2019,min_dusize_sf_2019,adu_permit_2019,adu_permit2_2019,min_dusize_mf_2019,min_osparking_mf_2019,ugb_dummy_2019,growthmgmnt_dummy_2019,gm_popgrowthperyr_dummy_2019,gm_bpperyr_dummy_2019,gm_popgrowthperyr_2019,gm_bpperyr_2019,gm_ahexempt_2019,moratorium_2019,morat_body_2019,morat_applies_2019,morat_ahexempt_2019,if_dummy_2019,if_casebycase_2019,if_formula_dummy_2019,if_sqft_dummy_2019,if_unittype_dummy_2019,if_br_dummy_2019,if_impsurfacearea_dummy_2019,if_lotsize_dummy_2019,if_yn_2019,if_dpersqft_2019,if_dforsf_2019,if_dformf_2019,if_dnobr_2019,if_donebr_2019,if_dtwobr_2019,if_dthreebr_2019,if_dimpsurfacearea_2019,if_dlotarea_2019,if_appl_school_2019,if_appl_storm_2019,if_appl_transit_2019,if_appl_pubsafe_2019,if_appl_water_2019,if_appl_parks_2019,if_appl_waste_2019,if_appl_ah_2019,if_appl_other_2019,if_appl_othertext_2019,apfo_dummy_2019,apfo_school_dummy_2019,apfo_storm_dummy_2019,apfo_transit_dummy_2019,apfo_pubsafe_dummy_2019,apfo_water_dummy_2019,apfo_waste_dummy_2019,apfo_parks_dummy_2019,apfo_other_dummy_2019,apfo_othertext_2019,extinput_schools_2019,extinput_stormwater_2019,extinput_water_2019,extinput_hwyrds_2019,extinput_transit_2019,extinput_parks_2019,extinput_police_2019,extinput_fire_2019,ah_req_dummy_2019,pct_ah_req_2019,min_sfdu_ah_2019,min_mfdu_ah_2019,ah_fee_2019,ah_mix_design_2019,ah_quality_2019,number_ah_dus_2019,ah_noexmpt_2019,ah_bonusdens_2019,ah_buildenv_2019,ah_mindusize_2019,ah_adu_2019,ah_parking_2019,ah_ifwaiver_2019,ah_fasttrack_2019,ah_other_2019,ah_othertext_2019,ah_linkfee_2019,ah_tf_dummy_2019,ah_tf_fed_2019,ah_tf_lgov_2019,ah_tf_locrev_2019,lup_past_knowledge_2019,past_sf_amt_2019,past_sf_extent_2019,past_sf_densit_2019,past_mf_amt_2019,past_mf_undevamt_2019,past_mf_densit_2019,past_fees_2019,past_timereq_2019,past_numstaff_2019,past_extinvolve_2019,comments_2019,pilot_feedback_dummy_2019,pilot_srduration_2019,pilot_qreform_2019,pilot_qreform_text_2019,pilot_suggestions_2019,resp_nonresp_2019,apfo_other_dummySTR_2019,apfotc_2019,apfo_schooltc_2019,apfo_stormtc_2019,apfo_transittc_2019,apfo_pubsafetc_2019,apfo_watertc_2019,apfo_wastetc_2019,apfo_parkstc_2019,ah_otherSTR_2019,ah_noexmpttc_2019,ah_bondenstc_2019,ah_bldenvtc_2019,ah_mindusizetc_2019,ah_adutc_2019,ah_parkingtc_2019,ah_ifwaivertc_2019,ah_faskttracktc_2019,ah_linkfeetc_2019,ah_tftc_2019,ah_tf_fedtc_2019,ah_tf_lgovtc_2019,ah_tf_locrevtc_2019,if_pubsafetc_2019,if_parkstc_2019,if_othertc_2019,rotitle_tc_2019,rtitle_tc_2019,resporoletc_2019,if_schooltc_2019,if_stormtc_2019,if_transittc_2019,if_watertc_2019,if_wastetc_2019,if_ahtc_2019,jurisbin,popbin
"0100820","01","117","00820","01117","0111700820","Alabaster","Shelby County","AL","South","Birmingham",4,"13820","Birmingham-Hoover, AL (Metro)","",1,0,0,"city","160","160",25,0,32340.657,32567,"",25.043,,0,0,"","Partially Completed Survey","Partially Completed Survey",1,11feb2019 09:41:30,11feb2019 09:47:10,0,67,339,0,18feb2019 07:11:34,"R_2rHg6PSaQw9Tm9D","email","EN","city of alabaster","al","35007",2,1,"Not Applicable",2,"Not Applicable","",,"",,"",1,.n,".n",".n",1,4,1,.n,14,3,1,1,0,0,1,0,3,1,.n,4,3,0,0,0,0,.n,.n,.n,.s,.s,.s,.s,0,.n,.n,.n,.n,.n,.n,.n,0,".n",".n",".n",".n",".n",".n",".n",".n",".n",.n,.n,.n,.n,.n,.n,.n,.n,.n,"Not Applicable",.s,.s,.s,.s,.s,.s,.s,.s,.s,".s",.s,.s,.s,.s,.s,.s,.s,.s,.s,.s,.s,.s,.s,.s,.s,.s,.s,.s,.s,.s,.s,.s,.s,.s,.s,".s",.s,.s,.s,.s,.s,.s,.s,.s,.s,.s,.s,.s,.s,.s,.s,.s,"",,,,"","",1,"",.s,.s,.s,.s,.s,.s,.s,.s,"",.s,.s,.s,.s,.s,.s,.s,.s,.s,.s,.s,.s,.s,.n,.n,.n,".n",2,1,.n,.n,.n,.n,.n,.n,1,2
"0111416","01","117","11416","01117","0111711416","Calera","Shelby County","AL","South","Birmingham",4,"13820","Birmingham-Hoover, AL (Metro)","",1,0,0,"city","160","160",25,0,12301.974,13216,"",24.091,,0,0,"","Email Sent","Email Sent",0,,,,,,,,"","","","","","",,,"",,"","",,"",,"",,,"","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","",,,,,,,,,,"",,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,"",,,,"","",0,"",,,,,,,,,"",,,,,,,,,,,,,,,,,"",,,,,,,,,1,1
"0114104","01","117","14104","01117","0111714104","Chelsea","Shelby County","AL","South","Birmingham",4,"13820","Birmingham-Hoover, AL (Metro)","",1,0,0,"city","160","160",25,0,10888.622,12199,"",21.345,,0,0,"","Email Sent","Email Sent",0,,,,,,,,"","","","","","",,,"",,"","",,"",,"",,,"","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","",,,,,,,,,,"",,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,"",,,,"","",0,"",,,,,,,,,"",,,,,,,,,,,,,,,,,"",,,,,,,,,1,1
"0134024","01","117","34024","01117","0111734024","Helena","Shelby County","AL","South","Birmingham",4,"13820","Birmingham-Hoover, AL (Metro)","",1,0,0,"city","160","160",25,0,17767.719,17928,"",20.345,,0,0,"","Email Sent","Email Sent",0,,,,,,,,"","","","","","",,,"",,"","",,"",,"",,,"","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","",,,,,,,,,,"",,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,"",,,,"","",0,"",,,,,,,,,"",,,,,,,,,,,,,,,,,"",,,,,,,,,1,1
"0158848","01","117","58848","01117","0111758848","Pelham","Shelby County","AL","South","Birmingham",4,"13820","Birmingham-Hoover, AL (Metro)","",1,0,0,"city","160","160",25,0,22655.409,22941,"",39.023,,0,0,"","Email Sent","Email Sent",0,,,,,,,,"","","","","","",,,"",,"","",,"",,"",,,"","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","",,,,,,,,,,"",,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,"",,,,"","",0,"",,,,,,,,,"",,,,,,,,,,,,,,,,,"",,,,,,,,,1,2
"0199117","01","117","99999","01117","0111799999","Shelby County","Shelby County","AL","South","Birmingham",4,"13820","Birmingham-Hoover, AL (Metro)","",1,0,0,"county","050","050",,0,206655,208721,"",784.93,,0,0,"","Finished Survey","Finished Survey",1,17jan2019 13:41:14,17jan2019 14:00:33,0,100,1159,1,17jan2019 14:00:35,"R_4ZwduxjuKHN48lr","email","EN","Shelby County","AL","35124",5,1,"Not Applicable",2,"Not Applicable","",,"",,"",1,.n,".n",".n",1,8,1,.n,18,3,2,1,0,0,1,1,1,2,.n,1,4,0,0,0,0,.n,.n,.n,0,.n,.n,.n,0,.n,.n,.n,.n,.n,.n,.n,0,".n",".n",".n",".n",".n",".n",".n",".n",".n",.n,.n,.n,.n,.n,.n,.n,.n,.n,"Not Applicable",0,.n,.n,.n,.n,.n,.n,.n,.n,".n",2,4,4,4,1,2,2,4,0,.n,.n,.n,.n,.n,.n,.n,1,0,0,0,0,0,0,0,0,".n",0,0,.n,.n,.n,3,2,2,2,2,1,2,3,2,2,3,"",,,,"","",1,"",0,.n,.n,.n,.n,.n,.n,.n,"",1,0,0,0,0,0,0,0,0,2,.n,.n,.n,.n,.n,.n,".n",2,1,.n,.n,.n,.n,.n,.n,3,5
"0138416","01","127","38416","01127","0112738416","Jasper","Walker County","AL","South","Birmingham",4,"13820","Birmingham-Hoover, AL (Metro)","",1,0,0,"city","160","160",25,0,14024.546,13854,"",28.459,,0,0,"","Finished Survey","Finished Survey",1,14feb2019 12:33:40,14feb2019 12:42:44,0,100,544,1,14feb2019 12:42:44,"R_2WUskE3HUOhUxzV","email","EN","City of Jasper","AL","35501",2,1,"Not Applicable",1,"Not Applicable","",,"",,"",1,.n,".n",".n",1,19,1,.n,99999,1,2,1,1,1,0,0,1,2,.n,1,3,0,0,0,0,.n,.n,.n,0,.n,.n,.n,0,.n,.n,.n,.n,.n,.n,.n,0,".n",".n",".n",".n",".n",".n",".n",".n",".n",.n,.n,.n,.n,.n,.n,.n,.n,.n,"Not Applicable",0,.n,.n,.n,.n,.n,.n,.n,.n,".n",2,4,2,3,3,3,2,2,0,.n,.n,.n,.n,.n,.n,.n,1,0,0,0,0,0,0,0,0,".n",0,0,.n,.n,.n,3,2,2,2,3,2,2,2,1,1,2,"",,,,"","",1,"",0,.n,.n,.n,.n,.n,.n,.n,"",1,0,0,0,0,0,0,0,0,2,.n,.n,.n,.n,.n,.n,".n",1,1,.n,.n,.n,.n,.n,.n,1,1
"0199127","01","127","99999","01127","0112799999","Walker County","Walker County","AL","South","Birmingham",4,"13820","Birmingham-Hoover, AL (Metro)","",1,0,0,"county","050","050",,0,65471,64927,"",791.192,,0,0,"","Email Sent","Email Sent",0,,,,,,,,"","","","","","",,,"",,"","",,"",,"",,,"","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","",,,,,,,,,,"",,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,"",,,,"","",0,"",,,,,,,,,"",,,,,,,,,,,,,,,,,"",,,,,,,,,3,3
"0404720","04","013","04720","04013","0401304720","Avondale","Maricopa County","AZ","West","",,"38060","Phoenix-Mesa-Scottsdale, AZ (Metro)","""Phoenix-Mesa, AZ MSA""",0,0,1,"city","160",".",,0,81287.315,,"Pop. 20,000-49,999",45.598,,0,0,"","Email Sent","Email Sent",0,,,,,,,,"","","","","","",,,"",,"","",,"",,"",,,"","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","",,,,,,,,,,"",,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,"",,,,"","",,"",,,,,,,,,"",,,,,,,,,,,,,,,,,"",,,,,,,,,1,3
"0407940","04","013","07940","04013","0401307940","Buckeye","Maricopa County","AZ","West","Phoenix",37,"38060","Phoenix-Mesa-Scottsdale, AZ (Metro)","",1,0,0,"city","160","160",25,0,54495.994,62090,"",375.258,,0,0,"","Finished Survey","Finished Survey",1,28jan2019 10:38:45,28jan2019 10:52:10,0,100,805,1,28jan2019 10:52:11,"R_snGoQnCwtoRQc9j","email","EN","Buckeye","AZ","85326",2,1,"Not Applicable",2,"Not Applicable","",,"",,"",1,.n,".n",".n",1,1,1,.n,9,5,1,1,0,1,1,1,3,3,2,1,5,0,0,0,0,.n,.n,.n,0,.n,.n,.n,1,0,1,0,1,0,0,0,1,".n","Skipped","Skipped",".n",".n",".n",".n",".n",".n",.s,.s,.s,.s,.s,.s,.s,.s,.s,"Skipped",0,.n,.n,.n,.n,.n,.n,.n,.n,".n",3,4,4,4,2,4,4,4,0,.n,.n,.n,.n,.n,.n,.n,.s,.s,.s,.s,.s,.s,.s,.s,.s,".s",0,0,.n,.n,.n,3,2,2,3,.s,2,2,3,2,1,2,"",,,,"","",1,"",0,.n,.n,.n,.n,.n,.n,.n,"",.s,.s,.s,.s,.s,.s,.s,.s,0,2,.n,.n,.n,.s,.s,.s,".n",2,1,.s,.s,.s,.s,.s,.s,1,3
"0412000","04","013","12000","04013","0401312000","Chandler","Maricopa County","AZ","West","Phoenix",37,"38060","Phoenix-Mesa-Scottsdale, AZ (Metro)","",1,0,0,"city","160","160",25,0,252863.769,245160,"",64.413,,0,0,"","Email Sent","Email Sent",0,,,,,,,,"","","","","","",,,"",,"","",,"",,"",,,"","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","",,,,,,,,,,"",,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,"",,,,"","",0,"",,,,,,,,,"",,,,,,,,,,,,,,,,,"",,,,,,,,,1,5
"0422220","04","013","22220","04013","0401322220","El Mirage","Maricopa County","AZ","West","Phoenix",37,"38060","Phoenix-Mesa-Scottsdale, AZ (Metro)","",1,0,0,"city","160","160",25,0,34036.038,34400,"",10.029,,0,0,"","Finished Survey","Finished Survey",1,17jan2019 13:57:32,17jan2019 14:18:10,0,100,1237,1,17jan2019 14:18:11,"R_5nZDmnhVeF7o7rH","email","EN","El Mirage, Arizona","Arizona","85335",2,1,"Not Applicable",2,"Not Applicable","",,"",,"",1,.n,".n",".n",1,9,1,.n,8,2,1,1,1,0,1,1,1,1,.n,1,7,0,0,0,0,.n,.n,.n,0,.n,.n,.n,0,.n,.n,.n,.n,.n,.n,.n,0,".n",".n",".n",".n",".n",".n",".n",".n",".n",.n,.n,.n,.n,.n,.n,.n,.n,.n,"Not Applicable",0,.n,.n,.n,.n,.n,.n,.n,.n,".n",4,2,4,1,1,4,4,4,0,.n,.n,.n,.n,.n,.n,.n,1,0,0,0,0,0,0,0,0,".n",0,0,.n,.n,.n,3,1,1,1,2,2,1,2,2,1,3,"El Mirage is a small city, land locked and is subject to state zoning compatibility for a military airport.",,,,"","",1,"",0,.n,.n,.n,.n,.n,.n,.n,"",1,0,0,0,0,0,0,0,0,2,.n,.n,.n,.n,.n,.n,".n",2,1,.n,.n,.n,.n,.n,.n,1,2
"0425300","04","013","25300","04013","0401325300","Fountain Hills","Maricopa County","AZ","West","Phoenix",37,"38060","Phoenix-Mesa-Scottsdale, AZ (Metro)","",1,0,0,"town","160","160",43,0,24080.173,24047,"",20.33,,0,0,"","Email Sent","Email Sent",0,,,,,,,,"","","","","","",,,"",,"","",,"",,"",,,"","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","",,,,,,,,,,"",,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,"",,,,"","",0,"",,,,,,,,,"",,,,,,,,,,,,,,,,,"",,,,,,,,,1,2
"0427400","04","013","27400","04013","0401327400","Gilbert","Maricopa County","AZ","West","Phoenix",37,"38060","Phoenix-Mesa-Scottsdale, AZ (Metro)","""Phoenix-Mesa, AZ MSA""",0,0,1,"town","160","160",43,0,223003.669,232176,"Pop. >100,000",67.96299999999999,,0,0,"","Email Sent","Email Sent",0,,,,,,,,"","","","","","",,,"",,"","",,"",,"",,,"","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","",,,,,,,,,,"",,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,"",,,,"","",0,"",,,,,,,,,"",,,,,,,,,,,,,,,,,"",,,,,,,,,1,5
"0427820","04","013","27820","04013","0401327820","Glendale","Maricopa County","AZ","West","Phoenix",37,"38060","Phoenix-Mesa-Scottsdale, AZ (Metro)","""Phoenix-Mesa, AZ MSA""",0,0,1,"city","160","160",25,0,242431.418,241543,"Pop. >100,000",59.976,,0,0,"","Finished Survey","Finished Survey",1,30jan2019 13:52:35,30jan2019 15:00:31,0,100,4076,1,30jan2019 15:00:32,"R_1QN6lkX8RjYmuDv","email","EN","Glendale","AZ","85301",2,1,"Not Applicable",1,"Not Applicable","",,"",,"",1,.n,".n",".n",1,3,1,.n,26,5,1,1,0,1,1,1,1,2,.n,1,3,2,0,0,0,.n,.n,.n,0,.n,.n,.n,1,1,1,0,1,0,0,0,1,".n","3945","2227",".n",".n",".n",".n",".n",".n",0,0,1,1,0,1,0,0,0,"Not Applicable",0,.n,.n,.n,.n,.n,.n,.n,.n,".n",4,3,2,3,4,2,3,3,0,.n,.n,.n,.n,.n,.n,.n,0,0,0,0,0,0,1,0,0,".n",0,0,.n,.n,.n,2,2,1,2,2,2,2,3,1,1,2,"We are beginning a comprehensive zoning code update in 2019 to be completed in 2020",,,,"","",1,"",0,.n,.n,.n,.n,.n,.n,.n,"",0,0,0,0,0,0,1,0,0,2,.n,.n,.n,1,1,0,".n",1,1,0,0,1,0,0,0,1,5
"0428380","04","013","28380","04013","0401328380","Goodyear","Maricopa County","AZ","West","Phoenix",37,"38060","Phoenix-Mesa-Scottsdale, AZ (Metro)","""Phoenix-Mesa, AZ MSA""",0,0,1,"city","160","160",25,0,69878.43799999999,74953,"Pop. <20,000",191.476,,0,0,"","Finished Survey","Finished Survey",1,17jan2019 13:52:14,17jan2019 13:59:58,0,100,464,1,17jan2019 13:59:59,"R_3G6VSMIOhEydO1R","email","EN","Goodyear","AZ","85338",2,1,"Not Applicable",2,"Not Applicable","",,"",,"",1,.n,".n",".n",1,5,1,.n,20,4,2,1,0,1,1,1,1,1,.n,1,4,0,0,0,0,.n,.n,.n,0,.n,.n,.n,1,0,0,.n,.n,.n,.n,.n,0,".n",".n",".n",".n",".n",".n",".n",".n",".n",0,0,1,1,1,1,0,0,0,"Not Applicable",0,.n,.n,.n,.n,.n,.n,.n,.n,".n",3,3,4,4,1,3,3,4,0,.n,.n,.n,.n,.n,.n,.n,1,0,0,0,0,0,0,0,0,".n",0,0,.n,.n,.n,3,3,3,3,3,3,3,3,1,1,2,"",,,,"","",1,"",0,.n,.n,.n,.n,.n,.n,.n,"",1,0,0,0,0,0,0,0,0,2,.n,.n,.n,1,1,0,".n",2,1,0,0,1,1,0,0,1,3
"0446000","04","013","46000","04013","0401346000","Mesa","Maricopa County","AZ","West","Phoenix",37,"38060","Phoenix-Mesa-Scottsdale, AZ (Metro)","""Phoenix-Mesa, AZ MSA""",0,0,1,"city","160","160",25,0,470723.538,479317,"Pop. >100,000",136.452,,0,0,"","Email Failed","Email Failed",0,,,,,,,,"","","","","","",,,"",,"","",,"",,"",,,"","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","",,,,,,,,,,"",,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,"",,,,"","",0,"",,,,,,,,,"",,,,,,,,,,,,,,,,,"",,,,,,,,,1,5
"0452930","04","013","52930","04013","0401352930","Paradise Valley","Maricopa County","AZ","West","Phoenix",37,"38060","Phoenix-Mesa-Scottsdale, AZ (Metro)","",1,0,0,"town","160","160",43,0,13677.804,13961,"",15.43,,0,0,"","Finished Survey","Finished Survey",1,10jan2019 13:49:26,17jan2019 17:00:42,0,100,616276,1,17jan2019 17:00:42,"R_3MzCFMEt8oFghO1","email","EN","","","",3,1,"Not Applicable",3,"Not Applicable","",,"",,"",1,.n,".n",".n",1,7,1,.n,99999,1,0,.s,.s,.s,.s,.s,2,3,1,5,1,0,0,0,0,.n,.n,.n,0,.n,.n,.n,1,0,1,1,0,0,0,0,1,".s",".n",".n",".n",".n",".n",".n",".n",".n",0,0,1,0,1,0,0,0,0,"Not Applicable",0,.n,.n,.n,.n,.n,.n,.n,.n,".n",1,2,3,1,1,1,2,2,0,.n,.n,.n,.n,.n,.n,.n,.s,.s,.s,.s,.s,.s,.s,.s,.s,".s",0,0,.n,.n,.n,1,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,"",,,,"","",1,"",0,.n,.n,.n,.n,.n,.n,.n,"",.s,.s,.s,.s,.s,.s,.s,.s,0,2,.n,.n,.n,0,0,0,".n",3,1,0,0,1,1,0,0,1,1
"0454050","04","013","54050","04013","0401354050","Peoria","Maricopa County","AZ","West","Phoenix",37,"38060","Phoenix-Mesa-Scottsdale, AZ (Metro)","",1,0,0,"city","160","160",25,0,164981.684,161383,"",174.404,,0,0,"","Finished Survey","Finished Survey",1,17jan2019 14:34:03,17jan2019 14:47:05,0,100,782,1,17jan2019 14:47:05,"R_3KxSDAs1ImtxnYh","email","EN","City of Peoria","AZ","85382",2,1,"Not Applicable",2,"Not Applicable","",,"",,"",1,.n,".n",".n",1,9,1,.n,,5,1,1,0,0,1,1,1,3,1,1,3,0,0,0,0,.n,.n,.n,0,.n,.n,.n,1,0,1,0,1,0,0,0,1,".n","Skipped","Skipped",".n",".n",".n",".n",".n",".n",0,1,1,1,1,1,1,0,0,"Not Applicable",1,0,0,0,0,1,0,0,0,".n",3,3,3,3,3,3,3,3,0,.n,.n,.n,.n,.n,.n,.n,1,0,0,0,0,0,0,0,0,".n",0,0,.n,.n,.n,2,3,3,2,3,3,2,3,2,2,2,"",,,,"","",1,"",1,0,0,0,0,1,0,0,"",1,0,0,0,0,0,0,0,0,2,.n,.n,.n,1,1,0,".n",2,1,0,1,1,1,1,0,1,5
"0455000","04","013","55000","04013","0401355000","Phoenix","Maricopa County","AZ","West","",,"38060","Phoenix-Mesa-Scottsdale, AZ (Metro)","""Phoenix-Mesa, AZ MSA""",0,0,1,"city","160",".",,0,1549512.941,,"Pop. >100,000",516.704,,0,1,"NR","Email Sent","Email Sent",0,,,,,,,,"","","","","","",,,"",,"","",,"",,"",,,"","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","",,,,,,,,,,"",,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,"",.n,.n,.n,".n",".n",,"",,,,,,,,,"",,,,,,,,,,,,,,,,,"",,,,,,,,,1,5
"0458150","04","013","58150","04013","0401358150","Queen Creek","Maricopa County","AZ","West","Phoenix",37,"38060","Phoenix-Mesa-Scottsdale, AZ (Metro)","",1,0,0,"town","160","160",43,0,28222.394,33298,"",28.039,,0,0,"","Finished Survey","Finished Survey",1,24jan2019 16:25:33,24jan2019 16:49:31,0,100,1437,1,24jan2019 16:49:32,"R_T5b0HZfJVySQBax","email","EN","Town of Queen Creek","AZ","85142",3,1,"Not Applicable",2,"Not Applicable","",,"",,"",1,.n,".n",".n",1,1,1,.n,4,4,1,1,0,0,0,0,1,3,1,1,4,0,0,0,0,.n,.n,.n,0,.n,.n,.n,1,0,1,.s,.s,.s,.s,.s,0,".s","Skipped","Skipped","Skipped",".s",".s",".s",".s",".s",0,0,1,1,1,1,0,0,1,"Library & town Facilities",1,1,0,1,1,1,1,0,0,".n",3,3,4,4,1,2,2,4,0,.n,.n,.n,.n,.n,.n,.n,1,0,0,0,0,0,0,0,0,".n",0,0,.n,.n,.n,2,3,3,3,3,3,2,3,2,3,2,"",,,,"","",1,"",1,1,0,1,1,1,1,0,"",1,0,0,0,0,0,0,0,0,2,.n,.n,.n,1,1,1,".n",2,1,0,0,1,1,0,0,1,2
"0465000","04","013","65000","04013","0401365000","Scottsdale","Maricopa County","AZ","West","Phoenix",37,"38060","Phoenix-Mesa-Scottsdale, AZ (Metro)","",1,0,0,"city","160","160",25,0,232766.798,239283,"",183.92,,0,0,"","Email Sent","Email Sent",0,,,,,,,,"","","","","","",,,"",,"","",,"",,"",,,"","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","",,,,,,,,,,"",,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,"",,,,"","",0,"",,,,,,,,,"",,,,,,,,,,,,,,,,,"",,,,,,,,,1,5
"0471510","04","013","71510","04013","0401371510","Surprise","Maricopa County","AZ","West","Phoenix",37,"38060","Phoenix-Mesa-Scottsdale, AZ (Metro)","""Phoenix-Mesa, AZ MSA""",0,0,1,"city","160","160",25,0,125831.727,129534,"Pop. 20,000-49,999",105.747,,0,0,"","Finished Survey","Finished Survey",1,24jan2019 14:23:16,15feb2019 09:31:18,0,100,1883282,1,15feb2019 09:31:21,"R_3lrF3MhjOE42elE","email","EN","Surprise","az","85374",2,1,"Not Applicable",2,"Not Applicable","",,"",,"",1,.n,".n",".n",1,4,1,.n,10,.s,1,.s,.s,.s,.s,.s,1,.s,.n,.s,7,.s,0,0,0,.n,.n,.n,0,.n,.n,.n,1,0,1,1,1,1,1,1,1,".s","Skipped","Skipped","Skipped",".s",".s",".s",".s",".s",1,0,0,1,1,1,0,0,0,"Not Applicable",.s,.s,.s,.s,.s,.s,.s,.s,.s,".s",4,2,2,3,1,1,1,1,0,.n,.n,.n,.n,.n,.n,.n,.s,.s,.s,.s,.s,.s,.s,.s,.s,".s",0,0,.n,.n,.n,2,2,2,1,2,2,2,.s,1,2,3,"",,,,"","",1,"",.s,.s,.s,.s,.s,.s,.s,.s,"",.s,.s,.s,.s,.s,.s,.s,.s,0,2,.n,.n,.n,1,1,0,".n",2,1,1,0,0,1,0,0,1,4
"0473000","04","013","73000","04013","0401373000","Tempe","Maricopa County","AZ","West","Phoenix",37,"38060","Phoenix-Mesa-Scottsdale, AZ (Metro)","""Phoenix-Mesa, AZ MSA""",0,0,1,"city","160","160",25,0,173164.381,178339,"Pop. >100,000",39.929,,0,0,"","Finished Survey","Finished Survey",1,14jan2019 08:47:41,05feb2019 12:17:11,0,100,1913369,1,05feb2019 12:17:11,"R_2EtwwIDk0g8rUtN","email","EN","City of Tempe","AZ","85281",2,1,"Not Applicable",5,"Deputy Director","",,"",,"",1,.n,".n",".n",1,5,1,.n,14,5,1,1,1,1,1,1,1,1,.n,1,4,0,0,0,0,.n,.n,.n,0,.n,.n,.n,1,0,1,1,0,0,0,0,1,".s",".n",".n",".n",".n",".n",".n",".n",".n",0,0,1,1,1,1,0,0,0,"Not Applicable",0,.n,.n,.n,.n,.n,.n,.n,.n,".n",2,1,1,3,4,2,4,4,0,.n,.n,.n,.n,.n,.n,.n,0,0,0,0,0,0,1,1,1,".s",0,1,1,0,0,3,1,2,3,3,2,3,3,3,1,2,"",,,,"","",1,"",0,.n,.n,.n,.n,.n,.n,.n,"Other incentives:",0,0,0,0,0,0,1,1,0,1,1,0,0,1,1,0,"Deputy Director",2,1,0,0,1,1,0,0,1,5
