order_2003,caseno_2003,jurisid,full_fip,stfips_2003,stcofips,countyfp,statefp,placefp,survnum_2003,juris_2003,lsadc_2003,basename,areaname_2003,coname_2003,county_name,region,state_name,cmsano99_2003,cmsanm99_2003,cmsast_2003,resp1994_2003,surv1994_2003,pop00tot_2003,pop2000,land_tot_2003,sample_2003,jurtype_2003,jurtype2_2003,n_juris_2003,n_surv_2003,jurstype_2003,jurscode_2003,popcode_2003,titlcode_2003,zipcode_2003,plan_2003,planyear_2003,zoneord_2003,zoneyear_2003,maxdens_2003,maxdchng_2003,mobhome_2003,hypodev_2003,rzvote_2003,selectrz_2003,anexvote_2003,anexyear_2003,glimit_2003,grwth_limit_2003,usbusa_2003,usbdate_2003,ugb_2003,ugbdate_2003,grnbelt_2003,gbdate_2003,ull_2003,ulldate_2003,resdpace_2003,pcntcont_2003,pcntyear_2003,bcnumber_2003,moratyn_2003,morat_2003,moratpct_2003,moratst_2003,moratexp_2003,moratend_2003,mafexmp_2003,otherglm_2003,glmstart_2003,glmend_2003,impctfee_2003,ifyn_2003,if_cbc,if_formula,ifsfrate_2003,ifsinfam_2003,ifmfrate_2003,ifschool_2003,ifstorm_2003,iftransp_2003,ifpubsaf_2003,ifwater_2003,ifparkos_2003,ifwsuply_2003,ifwaste_2003,ifother_2003,ifotype1_2003,ifotype2_2003,ifotype3_2003,ifotype4_2003,afincntv_2003,afinctv2_2003,afbonus_2003,afinclzn_2003,afincpct_2003,izpctbin_2003,afhsgfee_2003,affastrk_2003,aflinkfe_2003,afother_2003,afother1_2003,afother2_2003,afother3_2003,afother4_2003,afother5_2003,afother6_2003,oprogram_2003,opstaff_2003,oppha_2003,opconvrs_2003,opwaiver_2003,opother_2003,opother1_2003,opother2_2003,opother3_2003,opother4_2003,affunits_2003,rehabpub_2003,ahpub_2003,rehabprv_2003,ahprvloc_2003,rehabfed_2003,ahprvfed_2003,aftotal_2003,afmech_2003,ahtf_2003,reg1970_2003,reg1980_2003,reg1990_2003,regchnge_2003,apfo_2003,apfodate_2003,apschool_2003,apstorm_2003,aptrans_2003,appubsaf_2003,apwater_2003,appark_2003,apother_2003,aptotal_2003,ap2subjs_2003,ap4subjs_2003,filter___2003,apfo_yn_2003,data03_2003,areakey_2003,pmsano99_2003,intptlat_2003,intptlon_2003,zoning_2003,spwlcntr_2003,pacecntl_2003,fee_sfdu_2003,dborincl_2003,spcnt2_2003,pacecnt2_2003,popcode2_2003,cmsastpc_2003,cmsaspc2_2003,impctfe2_2003,popcode3_2003,stpopjt_2003,jtstpop_2003,jtstcmpo_2003,plan2003_2003,zone_2003,ldoz_2003,hdok_2003,morat_yn_2003,ahdb_2003,ahin_2003,zndn_2003,znup_2003,pace_2003,juristype,jurisbin,popbin
1631,1631,"0633000","0600133000",6,"06001","001","06","33000","116","Hayward","58","Hayward","CA, Hayward","Alameda County","Alameda County","West","CA",7362,"San Francisco-Oakland-San Jose, CA CMSA",736206,1,1,140030,139895,114822601,0,1,1,14,13,1,1,4,2,94541,1,2002,1,.s,5,1,0,1,0,.n,.s,.s,1,1,1,.s,0,.n,0,.n,1,.s,0,.n,.n,.n,0,0,.n,.n,,.n,.n,.s,.s,.s,1,1,1,0,.n,.n,.n,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,,.n,0,0,0,0,0,0,0,0,0,0,0,.s,.s,.s,.s,.s,.s,.s,.s,.s,0,.s,.s,.s,.s,.s,.s,.s,1,1,1,1,1,0,.s,.s,.s,.s,.s,.s,.s,.s,,.s,.n,.n,,.s,1,"0633000",5775,37.643632,-122.076971,6,1,0,,1,1,0,5,7362065,7362065,1,2,651,1065,10625,1,1,0,1,0,1,0,0,0,0,"city",1,4
1645,1645,"0653000","0600153000",6,"06001","001","06","53000","189","Oakland","58","Oakland","CA, Oakland","Alameda County","Alameda County","West","CA",7362,"San Francisco-Oakland-San Jose, CA CMSA",736206,1,1,399484,399477,145183672,0,1,1,3,2,1,1,4,1,94619,1,1998,1,.s,5,3,0,1,0,.n,.s,.s,0,0,0,.n,0,.n,0,.n,0,.n,0,.n,.n,.n,0,0,.n,.n,,.n,.n,.s,.s,.s,2,1,0,1,.s,.n,.n,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,,.n,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,,.s,,.s,,.s,,1,1,3,3,3,0,.s,.s,.s,.s,.s,.s,.s,.s,,.s,.n,.n,0,.s,1,"0653000",5775,37.795227,-122.228111,6,0,0,,1,0,0,6,7362066,7362066,1,2,661,1066,10625,1,1,0,1,0,1,0,0,1,0,"city",1,5
1651,1651,"0656938","0600156938",6,"06001","001","06","56938","208","Piedmont","58","Piedmont","CA, Piedmont","Alameda County","Alameda County","West","CA",7362,"San Francisco-Oakland-San Jose, CA CMSA",736206,0,1,10952,10952,4371537,0,1,1,17,10,1,1,1,2,94131,1,2002,1,2003,.s,1,.s,2,2,.n,.s,.s,0,0,0,.n,0,.n,0,.n,0,.n,0,.n,.n,.n,0,0,.n,.n,,.n,.n,.s,.s,.s,0,0,0,0,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,1,0,1,0,,.n,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,.n,.n,.n,.n,.n,.n,.n,0,0,3,3,3,0,0,.n,.n,.n,.n,.n,.n,.n,,0,0,0,0,0,1,"0656938",5775,37.821994,-122.231405,1,0,0,,1,0,0,2,7362062,7362062,0,1,621,1062,10622,1,1,0,0,0,1,0,0,0,0,"city",1,1
1653,1653,"0657792","0600157792",6,"06001","001","06","57792","214","Pleasanton","58","Pleasanton","CA, Pleasanton","Alameda County","Alameda County","West","CA",7362,"San Francisco-Oakland-San Jose, CA CMSA",736206,1,1,63654,63569,56112637,0,1,1,24,19,1,1,3,1,94566,1,1996,1,2222,5,1,2,.s,0,.n,0,.n,1,1,0,.n,1,1996,0,.n,1,1996,2,.n,1978,650,0,0,.n,.n,,.n,2,1,1978,2002,1,1,1,0,.n,.n,.n,1,1,1,1,1,1,1,1,1,20,0,0,0,1,0,1,1,25,5,1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,240,0,0,0,0,,.s,,.s,,.s,,1,1,4,3,3,-1,.s,.s,.s,.s,.s,.s,.s,.s,,.s,.n,.n,0,.s,1,"0657792",5775,37.67253,-121.882517,6,4,2,,1,1,1,4,7362064,7362064,1,2,641,1064,10624,1,1,0,1,0,1,1,0,0,1,"city",1,3
1660,1660,"0668084","0600168084",6,"06001","001","06","68084","251","San Leandro","58","San Leandro","CA, San Leandro","Alameda County","Alameda County","West","CA",7362,"San Francisco-Oakland-San Jose, CA CMSA",736206,1,1,79452,79286,33996324,0,1,1,24,19,1,1,3,2,94502,1,2002,1,2001,4,1,2,2,0,.n,2,.s,0,0,0,.n,0,.n,0,.n,0,.n,0,.n,.n,.n,0,0,.n,.n,,.n,.n,.s,.s,.s,1,1,1,0,.n,.n,.n,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,15,4,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,,.s,,.s,,.s,,,.s,2,2,3,1,1,.n,.n,.n,.n,.n,.n,.n,,0,0,0,0,0,1,"0668084",5775,37.710697,-122.153357,5,0,0,,1,0,0,4,7362064,7362064,1,2,641,1064,10624,1,1,0,0,0,1,1,0,0,0,"city",1,3
1673,1673,"0681204","0600181204",6,"06001","001","06","81204","291","Union City","58","Union City","CA, Union City","Alameda County","Alameda County","West","CA",7362,"San Francisco-Oakland-San Jose, CA CMSA",736206,1,1,66869,66861,49867725,0,1,1,24,19,1,1,3,1,94587,1,2002,1,2000,5,3,2,1,0,.n,.s,.s,0,0,0,.n,0,.n,0,.n,0,.n,0,.n,.n,.n,0,0,.n,.n,,.n,.n,.s,.s,.s,1,1,1,0,.n,.n,.n,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,1,,.n,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,358,1,37,1,396,1,791,1,1,3,3,1,-1,1,.n,.n,.n,.n,.n,.n,.n,,0,0,0,1,0,1,"0681204",5775,37.592184,-122.045775,6,0,0,,1,0,0,4,7362064,7362064,1,2,641,1064,10624,1,1,0,1,0,1,1,0,1,0,"city",1,3
1611,1611,"0699001","0600199999",6,"06001","001","06","99999","4809","Alameda","06","Alameda County","CA, Alameda County","Alameda County","Alameda County","West","CA",7362,"San Francisco-Oakland-San Jose, CA CMSA",736206,1,1,135770,1443741,1113952378,0,3,3,14,13,3,3,4,2,94544,1,.s,1,2222,4,1,2,2,1,70,.s,.s,1,1,0,.n,1,.s,1,.s,1,.s,0,.n,.n,.n,0,0,.n,.n,,.n,.n,.s,.s,.s,2,1,0,1,.s,.n,.n,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,,.n,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,,.s,,.s,,.s,,0,0,2,2,4,1,1,.n,.n,.n,.n,.n,.n,.n,,0,0,0,0,0,1,"0699001",5775,37.716662,-122.096151,5,1,0,,1,1,0,5,7362065,7362065,1,2,653,306,30620,1,1,0,0,0,1,0,0,0,0,"county",3,5
1616,1616,"0608142","0601308142",6,"06013","013","06","08142","49","Brentwood","58","Brentwood","CA, Brentwood","Contra Costa County","Contra Costa County","West","CA",7362,"San Francisco-Oakland-San Jose, CA CMSA",736206,-1,0,23302,23284,30157812,0,1,1,33,24,1,1,2,2,94513,1,2001,1,2002,4,1,2,1,0,.n,0,.n,0,0,0,.n,0,.n,0,.n,0,.n,2,.n,2001,650,0,0,.n,.n,,.n,1,0,.n,.n,2,1,0,1,.s,50000,.n,1,1,1,1,1,1,1,1,1,188,0,0,0,1,0,1,0,,.n,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,,.s,,.s,,.s,,1,1,1,2,4,1,.s,.s,.s,.s,.s,.s,.s,.s,,.s,.n,.n,0,.s,1,"0608142",5775,37.935311,-121.709536,5,0,5,4,1,0,1,3,7362063,7362063,1,1,631,1063,10623,1,1,0,0,0,1,0,0,0,1,"city",1,2
1619,1619,"0613882","0601313882",6,"06013","013","06","13882","66","Clayton","58","Clayton","CA, Clayton","Contra Costa County","Contra Costa County","West","CA",7362,"San Francisco-Oakland-San Jose, CA CMSA",736206,-1,0,10762,10792,10212751,0,1,1,17,10,1,1,1,1,94517,1,2001,1,2001,3,1,0,1,0,.n,0,.n,0,0,0,.n,0,.n,0,.n,0,.n,0,.n,.n,.n,0,0,.n,.n,,.n,.n,.s,.s,.s,2,1,0,1,.s,4980,4880,0,0,1,1,0,1,0,0,1,50,0,0,0,1,0,1,1,10,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,500,0,0,0,0,20,1,2,1,85,1,107,1,1,2,2,2,0,.s,.s,.s,.s,.s,.s,.s,.s,,.s,.n,.n,1,.s,1,"0613882",5775,37.940723,-121.934194,4,0,0,3,1,0,0,2,7362062,7362062,1,1,621,1062,10622,1,1,0,0,0,1,1,0,0,0,"city",1,1
1620,1620,"0616000","0601316000",6,"06013","013","06","16000","71","Concord","58","Concord","CA, Concord","Contra Costa County","Contra Costa County","West","CA",7362,"San Francisco-Oakland-San Jose, CA CMSA",736206,1,1,121780,121710,78052655,0,1,1,14,13,1,1,4,2,94519,1,1994,1,2004,5,1,2,1,1,.n,0,.n,1,1,0,.n,0,.n,0,.n,1,.s,0,.n,.n,.n,0,0,.n,.n,,.n,.n,.s,.s,.s,1,1,1,0,.n,.n,.n,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,1,0,,.n,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,,.s,,.s,,.s,,1,1,3,3,3,0,.s,.s,.s,.s,.s,.s,.s,.s,,.s,.n,.n,0,.s,1,"0616000",5775,37.967825,-122.015135,6,1,0,,1,1,0,5,7362065,7362065,1,2,651,1065,10625,1,1,0,1,0,1,0,0,0,0,"city",1,4
1623,1623,"0617988","0601317988",6,"06013","013","06","17988","83","Danville","60","Danville","CA, Danville","Contra Costa County","Contra Costa County","West","CA",7362,"San Francisco-Oakland-San Jose, CA CMSA",736206,1,1,41715,42127,46860685,0,1,1,33,24,1,1,2,1,94526,1,1999,1,.s,4,1,0,1,0,.n,0,.n,0,0,0,.n,0,.n,0,.n,0,.n,0,.n,.n,.n,0,0,.n,.n,,.n,.n,.s,.s,.s,1,1,1,0,.n,.n,.n,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,1,1,15,4,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,74,1,76,1,150,1,150,1,1,3,1,1,-1,2,8888,0,0,0,0,0,0,0,0,0,0,1,1,1,"0617988",5775,37.811476,-121.974192,5,0,0,,1,0,0,3,7362063,7362063,1,1,631,1063,10623,1,1,0,0,0,1,1,0,0,0,"town",1,2
1626,1626,"0621796","0601321796",6,"06013","013","06","21796","4934","El Cerrito","58","El Cerrito","CA, El Cerrito","Contra Costa County","Contra Costa County","West","CA",7362,"San Francisco-Oakland-San Jose, CA CMSA",736206,1,1,23171,23179,9441108,0,1,1,33,24,1,1,2,2,94530,1,1999,1,1977,5,1,1,1,0,.n,2,.s,0,0,0,.n,0,.n,0,.n,0,.n,0,.n,.n,.n,0,0,.n,.n,,.n,.n,0,.n,.n,1,1,1,0,.n,.n,.n,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,1,15,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,231,0,0,0,0,,,46,1,122,1,,1,1,3,3,3,0,.s,.s,.s,.s,.s,.s,.s,.s,,.s,.n,.n,1,.s,1,"0621796",5775,37.917424,-122.305029,6,0,0,,1,0,0,3,7362063,7362063,1,1,631,1063,10623,1,1,0,1,0,1,1,0,0,0,"city",1,2
1632,1632,"0633308","0601333308",6,"06013","013","06","33308","119","Hercules","58","Hercules","CA, Hercules","Contra Costa County","Contra Costa County","West","CA",7362,"San Francisco-Oakland-San Jose, CA CMSA",736206,0,1,19488,19299,16778537,0,1,1,17,10,1,1,1,1,94547,1,.s,1,.s,4,1,2,2,0,.n,2,.s,0,0,0,.n,0,.n,0,.n,0,.n,0,.n,.n,.n,0,0,.n,.n,,.n,.n,.s,.s,.s,2,1,0,1,.s,1800,1200,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1,1,15,4,0,0,0,0,0,0,0,0,0,0,0,.s,.s,.s,.s,.s,.s,.s,.s,.s,0,,,4,1,,,4,1,1,3,3,2,-1,.s,.s,.s,.s,.s,.s,.s,.s,,.s,.n,.n,1,.s,1,"0633308",5775,38.007489,-122.258742,5,0,0,2,1,0,0,2,7362062,7362062,1,1,621,1062,10622,1,1,0,0,0,1,1,0,0,0,"city",1,1
1634,1634,"0639122","0601339122",6,"06013","013","06","39122","4958","Lafayette","58","Lafayette","CA, Lafayette","Contra Costa County","Contra Costa County","West","CA",7362,"San Francisco-Oakland-San Jose, CA CMSA",736206,1,1,23908,23463,39378394,0,1,1,33,24,1,1,2,1,94549,1,2002,1,2002,5,1,0,1,0,.n,0,.n,1,1,0,.n,0,.n,0,.n,1,.s,0,.n,.n,.n,0,0,.n,.n,,.n,.n,.s,.s,.s,2,1,0,1,.s,55555.55,55555.55,0,0,1,0,0,1,0,0,1,154,90,0,0,1,0,1,1,,.n,1,1,0,0,0,0,0,0,0,0,0,.s,.s,.s,.s,.s,.s,.s,.s,.s,0,,,15,1,,,15,1,1,.s,3,3,-1,2,8888,0,0,0,0,0,0,0,0,0,0,1,1,1,"0639122",5775,37.891224,-122.111615,6,1,0,4,1,1,0,3,7362063,7362063,1,1,631,1063,10623,1,1,0,1,0,1,1,0,0,0,"city",1,2
1646,1646,"0653070","0601353070",6,"06013","013","06","53070","190","Oakley","58","Oakley","CA, Oakley","Contra Costa County","Contra Costa County","West","CA",7362,"San Francisco-Oakland-San Jose, CA CMSA",736206,-1,0,25619,25465,32160750,0,1,1,33,24,1,1,2,2,94561,1,2002,1,1996,3,1,2,1,1,.n,2,.s,1,1,0,.n,0,.n,0,.n,1,2000,0,.n,.n,.n,0,0,.n,.n,,.n,.n,.s,.s,.s,1,1,1,0,.n,.n,.n,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,1,,.n,1,0,0,0,0,0,0,0,0,0,0,.s,.s,.s,.s,.s,.s,.s,.s,.s,0,,.s,,.s,,.s,,0,0,3,3,3,0,2,2000,0,0,1,1,0,1,0,3,1,0,0,1,1,"0653070",5775,37.993474,-121.71834,4,5,0,,1,1,0,3,7362063,7362063,1,1,631,1063,10623,1,1,0,0,0,1,1,0,0,0,"city",1,2
1647,1647,"0654232","0601354232",6,"06013","013","06","54232","4991","Orinda","58","Orinda","CA, Orinda","Contra Costa County","Contra Costa County","West","CA",7362,"San Francisco-Oakland-San Jose, CA CMSA",736206,0,1,17599,17446,32601074,0,1,1,17,10,1,1,1,1,94563,1,.s,1,2002,3,1,2,2,1,.n,1,.s,0,0,0,.n,0,.n,0,.n,0,.n,0,.n,.n,.n,1,2,0,.s,0,.n,0,0,.n,.n,2,1,0,1,.88,9322,6457,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,,.n,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,150,1,28,1,,,128,0,0,.s,.s,2,-1,.s,.s,.s,.s,.s,.s,.s,.s,,.s,.n,.n,1,.s,1,"0654232",5775,37.882358,-122.175123,4,0,0,3,1,0,0,2,7362062,7362062,1,1,621,1062,10622,1,1,0,0,1,1,0,0,0,0,"city",1,1
1652,1652,"0657456","0601357456",6,"06013","013","06","57456","4998","Pittsburg","58","Pittsburg","CA, Pittsburg","Contra Costa County","Contra Costa County","West","CA",7362,"San Francisco-Oakland-San Jose, CA CMSA",736206,1,1,56769,56820,40404412,0,1,1,24,19,1,1,3,2,94565,1,2002,1,1987,4,1,2,1,0,.n,1,.s,0,0,0,.n,0,.n,0,.n,0,.n,0,.n,.n,.n,0,0,.n,.n,,.n,.n,.s,.s,.s,1,1,1,0,.n,.n,.n,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,,.n,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,,.s,,.s,,.s,,0,0,3,3,3,0,.s,.s,.s,.s,.s,.s,.s,.s,,.s,.n,.n,0,.s,1,"0657456",5775,38.015021,-121.892491,5,0,0,,1,0,0,4,7362064,7362064,1,2,641,1064,10624,1,1,0,0,0,1,0,0,0,0,"city",1,3
1662,1662,"0668378","0601368378",6,"06013","013","06","68378","258","San Ramon","58","San Ramon","CA, San Ramon","Contra Costa County","Contra Costa County","West","CA",7362,"San Francisco-Oakland-San Jose, CA CMSA",736206,1,1,44722,44477,29992118,0,1,1,33,24,1,1,2,2,94583,1,2002,1,1993,5,3,0,1,0,.n,0,.n,1,1,0,.n,1,2002,0,.n,1,1994,0,.n,.n,.n,0,0,.n,.n,,.n,.n,.s,.s,.s,3,1,1,1,.n,577,404,0,0,1,0,0,1,0,0,1,90,173,0,0,1,0,1,1,25,5,1,0,1,0,0,0,0,0,0,0,0,.s,.s,.s,.s,.s,.s,.s,.s,.s,0,,.s,27,1,,.s,45,1,1,2,2,2,0,.s,.s,.s,.s,.s,.s,.s,.s,,.s,.n,.n,1,.s,1,"0668378",5775,37.75735,-121.952138,6,3,0,2,1,1,0,3,7362063,7362063,1,1,631,1063,10623,1,1,0,1,0,1,1,0,1,0,"city",1,2
1676,1676,"0683346","0601383346",6,"06013","013","06","83346","299","Walnut Creek","58","Walnut Creek","CA, Walnut Creek","Contra Costa County","Contra Costa County","West","CA",7362,"San Francisco-Oakland-San Jose, CA CMSA",736206,1,1,64296,64583,51562398,0,1,1,24,19,1,1,3,2,94596,1,1993,1,1996,5,1,2,1,0,.n,.s,.s,1,1,0,.n,0,.n,0,.n,1,1995,2,.n,1993,2550,0,0,.n,.n,,.n,.s,1,1985,1989,2,1,0,1,.s,.n,.n,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,10,3,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,,.s,,.s,,.s,,1,1,4,1,3,-1,.s,.s,.s,.s,.s,.s,.s,.s,,.s,.n,.n,0,.s,1,"0683346",5775,37.909956,-122.047373,6,4,3,,1,1,1,4,7362064,7362064,1,2,641,1064,10624,1,1,0,1,0,0,1,0,0,1,"city",1,3
1621,1621,"0699013","0601399999",6,"06013","013","06","99999","2935","Contra Costa","06","Contra Costa County","CA, Contra Costa County","Contra Costa County","Contra Costa County","West","CA",7362,"San Francisco-Oakland-San Jose, CA CMSA",736206,1,1,151690,948816,1205371765,0,3,3,14,13,3,3,4,1,94553,1,1996,1,.s,5,1,2,1,0,.n,0,.n,1,1,0,.n,0,.n,0,.n,1,1991,0,.n,.n,.n,0,0,.n,.n,,.n,.n,.s,.s,.s,2,1,0,1,.s,.n,.n,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,,.n,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,240,0,0,0,0,,.s,,.s,,.s,,1,1,2,2,2,0,.s,.s,.s,.s,.s,.s,.s,.s,,.s,.n,.n,0,.s,1,"0699013",5775,37.942423,-122.060886,6,3,0,,1,1,0,5,7362065,7362065,1,2,653,306,30620,1,1,0,1,0,1,0,0,0,0,"county",3,5
1572,1572,"0673108","0601773108",6,"06017","017","06","73108","3750","South Lake Tahoe","58","South Lake Tahoe","CA, South Lake Tahoe","El Dorado County","El Dorado County","West","CA",6922,"Sacramento-Yolo, CA CMSA",692206,-1,0,23609,23720,26048020,0,1,1,5,3,1,1,2,1,96150,1,1999,1,1999,3,1,2,2,0,.n,0,.n,1,1,0,.n,0,.n,0,.n,1,.s,2,.n,1997,38,1,1,.n,1972,0,.n,2,1,1984,1987,2,1,0,1,.s,2700,2700,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,,.n,0,0,0,1,120,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,200,1,,,,,,1,1,2,2,3,1,1,.n,.n,.n,.n,.n,.n,.n,,0,0,0,,0,1,"0673108",6920,38.929237,-119.984347,4,1,4,3,1,1,1,3,6922063,6922063,1,1,631,1063,10623,1,1,0,0,1,1,0,0,0,1,"city",1,2
1564,1564,"0699017","0601799999",6,"06017","017","06","99999","4854","El Dorado","06","El Dorado County","CA, El Dorado County","El Dorado County","El Dorado County","West","CA",6922,"Sacramento-Yolo, CA CMSA",692206,-1,0,123080,156299,4389997097,0,3,3,2,2,3,3,4,1,95667,1,.s,1,.s,4,1,2,1,0,.n,0,.n,0,0,0,.n,0,.n,0,.n,0,.n,0,.n,.n,.n,1,2,.s,1999,1,2003,0,0,.n,.n,2,1,0,1,.n,20200,16000,1,0,1,0,1,1,1,1,1,10,0,0,0,0,1,.n,.n,,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,0,.s,.s,.s,.s,.s,.s,.s,.s,.s,0,,.s,,.s,,.s,,0,0,2,3,4,1,.s,.s,.s,.s,.s,.s,.s,.s,,.s,.n,.n,0,.s,1,"0699017",6920,38.768651,-120.571902,5,0,0,4,0,0,0,5,6922065,6922065,1,2,653,306,30620,1,1,0,0,1,0,0,0,0,0,"county",3,5
837,837,"0600394","0603700394",6,"06037","037","06","00394","24","Agoura Hills","58","Agoura Hills","CA, Agoura Hills","Los Angeles County","Los Angeles County","West","CA",4472,"Los Angeles-Riverside-Orange County, CA CMSA",447206,1,1,20537,20324,21175951,0,1,1,61,34,1,1,2,2,91301,1,1992,1,1987,4,1,0,1,3,10,.s,.s,0,0,0,.n,0,.n,0,.n,0,.n,0,.n,.n,.n,0,0,.n,.n,,.n,.n,.s,.s,.s,1,1,1,0,.n,.n,.n,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0,1,1,15,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,211,0,0,0,0,,,,,,,36,0,0,.s,.s,1,-1,1,.n,.n,.n,.n,.n,.n,.n,,0,0,0,,0,1,"0600394",4480,34.153365,-118.761805,5,0,0,,1,0,0,3,4472063,4472063,1,1,631,1063,10613,1,1,0,0,0,1,1,0,0,0,"city",1,2
838,838,"0600884","0603700884",6,"06037","037","06","00884","28","Alhambra","58","Alhambra","CA, Alhambra","Los Angeles County","Los Angeles County","West","CA",4472,"Los Angeles-Riverside-Orange County, CA CMSA",447206,1,1,85804,85961,19741052,0,1,1,44,23,1,1,3,1,91801,1,1986,1,.s,5,1,2,2,0,.n,1,.s,0,0,0,.n,0,.n,0,.n,0,.n,0,.n,.n,.n,0,0,.n,.n,,.n,.n,.s,.s,.s,2,1,0,1,.s,2000,2000,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,,.n,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,500,1,,,,,,1,1,3,3,3,0,0,.n,.n,.n,.n,.n,.n,.n,,0,0,0,,0,1,"0600884",4480,34.081859,-118.135052,6,0,0,3,1,0,0,4,4472064,4472064,1,2,641,1064,10614,1,1,0,1,0,1,0,0,0,0,"city",1,3
840,840,"0602462","0603702462",6,"06037","037","06","02462","32","Arcadia","58","Arcadia","CA, Arcadia","Los Angeles County","Los Angeles County","West","CA",4472,"Los Angeles-Riverside-Orange County, CA CMSA",447206,1,1,53054,52951,28448845,0,1,1,44,23,1,1,3,,91066,1,2002,1,2002,4,1,1,.s,0,.n,0,.n,0,0,0,.n,0,.n,0,.n,0,.n,0,.n,.n,.n,0,0,.n,.n,,.n,.n,.s,.s,.s,2,1,0,1,.s,180,180,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,,.n,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,100,1,,,,,100,,.s,2,2,2,0,.s,.s,.s,.s,.s,.s,.s,.s,,.s,.n,.n,,.s,1,"0602462",4480,34.132688,-118.036491,5,0,0,1,1,0,0,4,4472064,4472064,1,2,641,1064,10614,1,1,0,0,0,1,0,0,0,0,"city",1,3
841,841,"0602896","0603702896",6,"06037","037","06","02896","4896","Artesia","58","Artesia","CA, Artesia","Los Angeles County","Los Angeles County","West","CA",4472,"Los Angeles-Riverside-Orange County, CA CMSA",447206,1,1,16380,16380,4189578,0,1,1,23,13,1,1,1,2,90701,1,1993,1,2000,4,1,2,1,0,.n,0,.n,0,0,0,.n,0,.n,0,.n,0,.n,0,.n,.n,.n,0,0,.n,.n,,.n,0,0,.n,.n,1,1,1,0,.n,.n,.n,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,,.n,0,0,0,0,0,0,0,0,0,0,0,.s,.s,.s,.s,.s,.s,.s,.s,.s,0,,.s,,.s,,.s,,0,0,2,3,4,1,.s,.s,.s,.s,.s,.s,.s,.s,,.s,.n,.n,0,.s,1,"0602896",4480,33.867215,-118.080622,5,0,0,,1,0,0,2,4472062,4472062,1,1,621,1062,10612,1,1,0,0,0,1,0,0,0,0,"city",1,1
